Name,Abbrev,Status,Year,City,Country,Mass(kg),Lat_n,Long_n
Umm as Samim 029,UaS 029,Official,2010,Al Wusta, Oman,0.0247,21.1,55.5167
Umm as Samim 030,UaS 030,Official,2010,Al Wusta, Oman,0.0101,21.0833,55.5
Umm as Samim 031,UaS 031,Official,2010,Al Wusta, Oman,0.213,21.0167,55.55
Umm as Samim 032,UaS 032,Official,2010,Al Wusta, Oman,4.34,21.0333,55.5667
Umm as Samim 033,UaS 033,Official,2013,Al Wusta, Oman,0.36,21.0333,56.4333
Undulung,,Official,1986,Respublika Sakha(Yakutiya), Russia,0.1134,66.1333,124.767
United Arab Emirates 001,UAE 001,Official,2005,Abu Dhabi, United Arab Emirates,0.155,22.8333,55.1167
United Arab Emirates 002,UAE 002,Official,2005,Abu Dhabi, United Arab Emirates,2,22.8333,55.1333
United Arab Emirates 003,UAE 003,Official,2009,Abu Dhabi, United Arab Emirates,0.047,22.7,55.1167
United Arab Emirates 004,UAE 004,Official,2009,Abu Dhabi, United Arab Emirates,0.205,22.6833,55.0833
United Arab Emirates 005,UAE 005,Official,2009,Abu Dhabi, United Arab Emirates,0.212,22.6833,55.0833
United Arab Emirates 006,UAE 006,Official,2009,Abu Dhabi, United Arab Emirates,0.2,22.7,55.1
United Arab Emirates 007,UAE 007,Official,2009,Abu Dhabi, United Arab Emirates,0.007,22.7833,55.0833
United Arab Emirates 008,UAE 008,Official,2009,Abu Dhabi, United Arab Emirates,0.023,22.7833,55.0833
United Arab Emirates 009,UAE 009,Official,2009,Abu Dhabi, United Arab Emirates,0.015,22.7833,55.0833
United Arab Emirates 010,UAE 010,Official,2009,Abu Dhabi, United Arab Emirates,0.053,22.85,55.1333
United Arab Emirates 011,UAE 011,Official,2009,Abu Dhabi, United Arab Emirates,0.296,22.85,55.1333
United Arab Emirates 012,UAE 012,Official,2009,Abu Dhabi, United Arab Emirates,0.021,22.85,55.1667
United Arab Emirates 013,UAE 013,Official,2009,Abu Dhabi, United Arab Emirates,0.055,22.8667,55.15
United Arab Emirates 014,UAE 014,Official,2009,Abu Dhabi, United Arab Emirates,0.095,22.8667,55.15
United Arab Emirates 015,UAE 015,Official,2009,Abu Dhabi, United Arab Emirates,0.057,22.8667,55.15
United Arab Emirates 016,UAE 016,Official,2009,Abu Dhabi, United Arab Emirates,0.019,22.8667,55.15
United Arab Emirates 017,UAE 017,Official,2009,Abu Dhabi, United Arab Emirates,0.015,22.85,55.15
United Arab Emirates 018,UAE 018,Official,2009,Abu Dhabi, United Arab Emirates,0.54,22.7833,55.2
United Arab Emirates 019,UAE 019,Official,2009,Abu Dhabi, United Arab Emirates,0.087,22.8833,55.1667
United Arab Emirates 020,UAE 020,Official,2009,Abu Dhabi, United Arab Emirates,0.17,22.8833,55.1833
United Arab Emirates 021,UAE 021,Official,2009,Abu Dhabi, United Arab Emirates,0.035,22.8833,55.1833
United Arab Emirates 022,UAE 022,Official,2009,Abu Dhabi, United Arab Emirates,0.1,22.8833,55.1667
United Arab Emirates 023,UAE 023,Official,2009,Abu Dhabi, United Arab Emirates,0.087,22.8833,55.1667
United Arab Emirates 024,UAE 024,Official,2009,Abu Dhabi, United Arab Emirates,0.045,22.8833,55.1667
United Arab Emirates 025,UAE 025,Official,2009,Abu Dhabi, United Arab Emirates,0.148,22.8833,55.1667
United Arab Emirates 026,UAE 026,Official,2009,Abu Dhabi, United Arab Emirates,0.097,22.8833,55.1667
United Arab Emirates 027,UAE 027,Official,2009,Abu Dhabi, United Arab Emirates,0.107,22.8833,55.1667
United Arab Emirates 028,UAE 028,Official,2009,Abu Dhabi, United Arab Emirates,0.039,22.8833,55.1667
United Arab Emirates 029,UAE 029,Official,2001,Abu Dhabi, United Arab Emirates,0.515,22.6833,55.1167
Ural,,Official,1981,Kurganskaya oblast', Russia,9.4,55.8,66
Uruachic,,Official,1989,Chihuahua, Mexico,13,27.85,-108.233
Urua?u,,Official,1992,Goias, Brazil,72.5,14.5333,-48.7667
Uruq al Hadd 001,UaH 001,Official,2003,Zufar, Oman,2.34,18.4333,52.9667
Uruq al Hadd 002,UaH 002,Official,1996,Al Mahrah, Yemen,3.7,18.5,52.1667
Uruq al Hadd 003,UaH 003,Official,2014,Zufar, Oman,1.356,18.2333,52.7833
Uruq al Hadd 004,UaH 004,Official,2014,Zufar, Oman,0.0808,18.6,52.95
Uruq al Hadd 005,UaH 005,Official,2014,Zufar, Oman,0.0453,18.6167,52.9833
Uruq al Hadd 006,UaH 006,Official,2014,Zufar, Oman,0.34,18.6333,52.9833
Uruq al Hadd 007,UaH 007,Official,2014,Zufar, Oman,0.006,18.6333,52.95
Uruq al Hadd 008,UaH 008,Official,2014,Zufar, Oman,0.664,18.1833,52.7833
Uruq al Hadd 009,UaH 009,Official,2015,Zufar, Oman,0.00164,18.5,52.9833
Uruq al Hadd 010,UaH 010,Official,2015,Zufar, Oman,0.0594,18.6333,52.9833
Uruq al Hadd 011,UaH 011,Official,2015,Zufar, Oman,0.0302,18.7,52.55
Uruq al Hadd 012,UaH 012,Official,2015,Zufar, Oman,0.619,18.7333,52.55
Uruq al Hadd 013,UaH 013,Official,2015,Zufar, Oman,0.1826,18.7667,52.5333
Uruq al Hadd 014,UaH 014,Official,2015,Zufar, Oman,0.1131,18.7833,52.6167
Uruq al Hadd 015,UaH 015,Official,2015,Zufar, Oman,0.258,18.75,52.4833
Uruq al Hadd 016,UaH 016,Official,2015,Zufar, Oman,0.1108,18.6833,52.55
Uruq al Hadd 017,UaH 017,Official,2015,Zufar, Oman,0.1483,18.6,52.6667
Uruq al Hadd 018,UaH 018,Official,2015,Zufar, Oman,1.012,18.5833,52.7
Uruq al Hadd 019,UaH 019,Official,2015,Zufar, Oman,17.81,18.5833,52.7
Uruq al Hadd 020,UaH 020,Official,2015,Zufar, Oman,10.61,18.5667,52.7
Uruq al Hadd 021,UaH 021,Official,2015,Zufar, Oman,1.986,18.5833,52.7
Uruq al Hadd 022,UaH 022,Official,2015,Zufar, Oman,1.007,18.5833,52.6833
Uruq al Hadd 023,UaH 023,Official,2015,Zufar, Oman,0.295,18.5833,52.7
Uruq al Hadd 024,UaH 024,Official,2015,Zufar, Oman,0.0087,18.5833,52.7
Ust-Nyukzha,,Official,1992,Amurskaya oblast', Russia,44,56.3833,120.467
Valera,,Official,1972,Trujillo, Venezuela,50,9.31667,-70.6167
Vaquillas 001,,Official,2014,Antofagasta, Chile,3.75,25.3333,-69.35
Vaquillas 002,,Official,2014,Antofagasta, Chile,0.0036,25.3333,-69.4333
Vaquillas 003,,Official,2014,Antofagasta, Chile,0.512,25.35,-69.45
Vaquillas 004,,Official,2014,Antofagasta, Chile,1.13,25.3333,-69.4333
Varre-Sai,,Official,2010,Rio de Janeiro, Brazil,2.5,20.85,-41.7333
Veevers,,Official,1984,Western Australia, Australia,0.3,22.9667,125.367
Verkhnyi Saltov,,Official,2001,Khar'kov, Ukraine,9.53,50.1,36.8
Vermillion,,Official,1991,Kansas, USA,34.36,39.7333,-96.35
VicÄÇncia,,Official,2013,Pernambuco, Brazil,1.54,7.7,-35.4167
Viedma,,Official,2003,Rio Negro, Argentina,6.9,41.0667,-62.85
Viksdalen,,Official,1992,Sogn Og Fjordane, Norway,0.47,61.0333,6.05
Villa Coronado,,Official,1983,Chihuahua, Mexico,2.9,26.75,-105.25
Villa Natamoros,,Official,1987,Chihuahua, Mexico,0.156,26.75,-105.4
Villa Regina,,Official,Pre 2005,Rio Negro, Argentina,5.03,39.1,-67.0667
Villalbeto de la Pe?a,,Official,2004,Castilla y Leon, Spain,3.5,42.8,-4.66667
Virginia 001,,Official,1980,Western Australia, Australia,0.1915,32.0667,125.15
Vissannapeta,,Official,1997,Andhra Pradesh, India,1.304,16.8333,80.75
Vitoria da Conquista,,Official,2007,Bahia, Brazil,10.5,14.8333,-40.8333
Vyatka,,Official,1991 or 1992,Kirovskaya oblast', Russia,45,57.5333,49
Wah Wah Valley,,Official,1986,Utah, USA,0.009,38.6667,-113.3
Walcott,,Official,1983,Texas, USA,2,32.4,-101.95
Walnut Hill,,Official,1978,Maine, USA,0.22,43.8167,-70.2333
Warden,,Official,1989,Western Australia, Australia,7.87,23.2667,116.933
Wardswell Draw,,Official,1976,Texas, USA,3,32.9,-102.917
Warm Springs Wilderness,,Official,2003,Arizona, USA,0.1569,34.7833,-114.25
Watson 001,,Official,1972,South Australia, Australia,93,30.5,131.55
Watson 002,,Official,1991,South Australia, Australia,0.0838,30.7167,131.517
Watson 003,,Official,2008,South Australia, Australia,0.0026,30.4833,131.55
Watson 004,,Official,2008,South Australia, Australia,0.0013,30.4833,131.55
Watson 005,,Official,2009,South Australia, Australia,0.0016,30.5,131.7
Watson 006,,Official,2009,South Australia, Australia,0.053,30.5,131.7
Watson 007,,Official,2009,South Australia, Australia,0.0195,30.4833,131.683
Watson 008,,Official,2009,South Australia, Australia,0.0015,30.5,131.683
Watson 009,,Official,2009,South Australia, Australia,0.001,30.5,131.683
Watson 010,,Official,2009,South Australia, Australia,0.0193,30.5,131.717
Watson 011,,Official,2009,South Australia, Australia,0.0041,30.5167,131.5
Watson 012,,Official,2009,South Australia, Australia,0.1031,30.5667,131.5
Watson 013,,Official,2010,South Australia, Australia,0.0471,30.5667,131.5
Watson 014,,Official,2013,South Australia, Australia,0.0151,30.55,131.717
Watson 015,,Official,2013,South Australia, Australia,0.457,30.5667,131.733
Watson 016,,Official,2013,South Australia, Australia,0.0382,30.4833,131.733
Watson 017,,Official,2015,South Australia, Australia,1.8,30.6,131.55
Watson 018,,Official,2015,South Australia, Australia,0.0279,30.5833,131.633
Watson 019,,Official,2015,South Australia, Australia,0.083,30.5667,131.617
Watson 020,,Official,2015,South Australia, Australia,0.134,30.55,131.617
Watson 022,,Official,2015,South Australia, Australia,0.0111,30.5833,131.55
Waverly,,Official,1983,Alabama, USA,4.4,32.6833,-85.5667
Wayside,,Official,1973,Texas, USA,23.6,34.8,-101.683
Weikengquan,,Official,2006,Gansu, China,0.665,40.2667,99.8167
Weiyuan,,Official,1978,Gansu, China,,35.2667,104.317
Wellman (e),,Official,1973,Texas, USA,0.959,33.6667,-102.3
Wells,,Official,1985,Texas, USA,4.14,33.05,-101.933
Werdama,,Official,2006,Al Jabal al Akhdar, Libya,4,32.7833,21.7833
Wernigerode,,Official,1970,Sachsen-Anhalt, Germany,0.0243,51.85,10.7833
West Forrest,,Official,1971,Western Australia, Australia,0.1706,30.75,127.983
West Point,,Official,1972,Texas, USA,3.1,33.0667,-102.033
Wethersfield (1971),,Official,1971,Connecticut, USA,0.35,41.7,-72.65
Wethersfield (1982),,Official,1982,Connecticut, USA,2.76,41.7,-72.6667
Whetstone Mountains,,Official,2009,Arizona, USA,2.14,31.9333,-110.417
White Elephant,,Official,1997,Arizona, USA,0.0104,35.8833,-114.2
White Hills,,Official,1999,Arizona, USA,0.0117,35.85,-114.217
White River,,Official,2013,Nevada, USA,1.92,37.7333,-115.117
Whitecourt,,Official,2007,Alberta, Canada,5.37,53.9833,-115.583
Whitula Creek,,Official,1991,Queensland, Australia,0.271,25.3,142.433
Wichita,,Official,1971,Kansas, USA,2.37,37.5833,-97.2
Wild Horse,,Official,1979,Colorado, USA,1.36,39.4167,-103.2
Wildcat Peak,,Official,1998,Arizona, USA,0.202,32.55,-111.717
Wilder,,Official,1982,Idaho, USA,26.6,43.7167,-116.9
Willard (a),,Official,1978,New Mexico, USA,0.8,34.4333,-105.783
Willaroy,,Official,1970,New South Wales, Australia,4.03,30.1,143.2
Willcox Playa,,Official,1979,Arizona, USA,0.0615,32.1167,-109.833
Willcox Playa 002,,Official,2001,Arizona, USA,0.012,32.1667,-109.783
Willcox Playa 004,,Official,2004,Arizona, USA,0.0199,32.1333,-109.817
Willcox Playa 005,,Official,2004,Arizona, USA,0.278,32.0833,-109.883
Willcox Playa 006,,Official,2004,Arizona, USA,0.0031,32.1,-109.883
Willcox Playa 007,,Official,2004,Arizona, USA,0.0624,32.1833,-109.833
Willcox Playa 008,,Official,2006,Arizona, USA,0.0287,32.0833,-109.883
Willcox Playa 009,,Official,2009,Arizona, USA,0.16,32.0667,-109.833
Willcox Playa 010,,Official,2006,Arizona, USA,0.0223,32.1333,-109.867
Williams,,Official,2012,Indiana, USA,1.03,38.8333,-86.6167
Willow Grove,,Official,1995,Victoria, Australia,11.7,38.1,146.167
Willow Wash,,Official,2006,California, USA,0.552,35.3667,-115.333
Willowbar,,Official,1971,Oklahoma, USA,2.07,36.7333,-102.2
Wimberley,,Official,1976,Texas, USA,7.8,29.9667,-98.1167
Windimurra,,Official,2004,Western Australia, Australia,30,28.0833,118.45
Winner,,Official,2004,South Dakota, USA,8.5,43.35,-99.9167
Wisconsin Range 90300,WIS 90300,Official,1990,Antarctica,,0.338,84.75,-125
Wisconsin Range 90301,WIS 90301,Official,1990,Antarctica,,0.806,84.75,-125
Wisconsin Range 90302,WIS 90302,Official,1990,Antarctica,,3.86,84.75,-125
Wisconsin Range 90303,WIS 90303,Official,1990,Antarctica,,0.1964,84.75,-125
Wisconsin Range 91600,WIS 91600,Official,1991,Antarctica,,0.1841,86.5333,-124.2
Wisconsin Range 91601,WIS 91601,Official,1991,Antarctica,,0.588,86.5167,-123.783
Wisconsin Range 91602,WIS 91602,Official,1991,Antarctica,,0.0833,86.5167,-123.683
Wisconsin Range 91603,WIS 91603,Official,1991,Antarctica,,1.092,86.5167,-123.683
Wisconsin Range 91604,WIS 91604,Official,1991,Antarctica,,0.0584,86.5167,-123.683
Wisconsin Range 91605,WIS 91605,Official,1991,Antarctica,,0.749,86.5333,-123.833
Wisconsin Range 91606,WIS 91606,Official,1991,Antarctica,,0.0291,86.5167,-123.833
Wisconsin Range 91607,WIS 91607,Official,1991,Antarctica,,0.1067,86.5167,-123.967
Wisconsin Range 91608,WIS 91608,Official,1991,Antarctica,,0.1067,86.5167,-123.967
Wisconsin Range 91609,WIS 91609,Official,1991,Antarctica,,0.0111,86.5,-124.733
Wisconsin Range 91610,WIS 91610,Official,1991,Antarctica,,0.0773,86.4667,-123.45
Wisconsin Range 91611,WIS 91611,Official,1991,Antarctica,,0.0015,86.4667,-123.4
Wisconsin Range 91612,WIS 91612,Official,1991,Antarctica,,0.501,86.4667,-123.417
Wisconsin Range 91613,WIS 91613,Official,1991,Antarctica,,0.0662,86.1167,-123.383
Wisconsin Range 91614,WIS 91614,Official,1991,Antarctica,,0.3,86.1333,-123.95
Wisconsin Range 91615,WIS 91615,Official,1991,Antarctica,,0.0139,86.1167,-123.9
Wisconsin Range 91616,WIS 91616,Official,1991,Antarctica,,0.218,86.1333,-124.283
Wisconsin Range 91617,WIS 91617,Official,1991,Antarctica,,0.0829,86.1333,-124.25
Wisconsin Range 91618,WIS 91618,Official,1991,Antarctica,,0.1976,86.15,-124.283
Wisconsin Range 91619,WIS 91619,Official,1991,Antarctica,,0.1503,86.15,-124.283
Wisconsin Range 91620,WIS 91620,Official,1991,Antarctica,,0.0373,86.5167,-122.667
Wisconsin Range 91621,WIS 91621,Official,1991,Antarctica,,0.0865,86.5,-122.917
Wisconsin Range 91622,WIS 91622,Official,1991,Antarctica,,0.441,86.5,-122.917
Wisconsin Range 91623,WIS 91623,Official,1991,Antarctica,,1.181,86.5333,-123.117
Wisconsin Range 91624,WIS 91624,Official,1991,Antarctica,,0.0711,86.5333,-123.117
Wisconsin Range 91625,WIS 91625,Official,1991,Antarctica,,0.1492,86.5167,-123.083
Wisconsin Range 91626,WIS 91626,Official,1991,Antarctica,,0.1632,86.5,-122.95
Wisconsin Range 91627,WIS 91627,Official,1991,Antarctica,,0.107,86.5,-122.95
Wisconsin Range 91628,WIS 91628,Official,1991,Antarctica,,0.1501,86.5,-122.95
Wolcott,,Official,2013,Connecticut, USA,0.838,41.6,-73
Wolsey,,Official,1981,South Dakota, USA,74.83,44.4,-98.5333
Wood Lake,,Official,2003,Ontario, Canada,0.35,45,-79.0667
Worden,,Official,1997,Michigan, USA,1.551,42.3833,-83.6
Wuan,,Official,1986,Hebei, China,50,36.75,114.25
Xi Ujimgin,,Official,1980,Nei Mongol, China,5.9,44.6667,117.5
Xiaodonggou,,Official,2009,Xinjiang, China,23,47.9333,88.1333
Xifu,,Official,2004,Shandong, China,,36.3,120.483
Xilin,,Official,2015,Nei Mongol, China,41,44.1,115.05
Xincheng,,Official,2015,Gansu, China,7,36.1667,103.417
Xingdi 001,,Official,2012,Xinjiang, China,0.1448,41.3167,87.7167
Xingdi 002,,Official,2012,Xinjiang, China,0.0253,41.1,87.4167
Xinglongquan,,Official,2008,Hebei, China,2,40.15,117.683
Xingyang,,Official,1977,Henan, China,75.5,32.3333,114.317
Xining,,Official,2012,Qinghai, China,100,36.85,101.417
Xinjiang (a),,Official,2003,Xinjiang, China,0.95,47.8667,88.1167
Xinjiang (b),,Discredited,2005,Xinjiang, China,35,47.9667,88.2167
Xinyi,,Official,1975,Jiangsu, China,69,34.3667,118.333
Yabrin 001,,Official,2008,Ash Sharqiyah, Saudi Arabia,0.0652,23.3333,48.7333
Yabrin 002,,Official,2008,Ash Sharqiyah, Saudi Arabia,0.0463,23.35,48.7167
Yabrin 003,,Official,2008,Ash Sharqiyah, Saudi Arabia,0.021,23.3,48.6167
Yafa,,Official,2000,Abyan, Yemen,5.7,13.7,45.1667
Yamato 7301,Y-7301,Official,1973,Antarctica,,0.65,71.8333,35.5
Yamato 7302,Y-7302,Official,1973,Antarctica,,0.011,71.5,35.6667
Yamato 7303,Y-7303,Official,1973,Antarctica,,0.0035,71.5,35.6667
Yamato 7304,Y-7304,Official,1973,Antarctica,,0.5,71.5,35.6667
Yamato 7305,Y-7305,Official,1973,Antarctica,,0.9,71.5,35.6667
Yamato 7306,Y-7306,Official,1973,Antarctica,,0.0048,71.5,35.6667
Yamato 7307,Y-7307,Official,1973,Antarctica,,0.0181,71.5,35.6667
Yamato 7308,Y-7308,Official,1973,Antarctica,,0.48,71.5,35.6667
Yamato 7309,Y-7309,Official,1973,Antarctica,,0.009,71.5,35.6667
Yamato 7310,Y-7310,Official,1973,Antarctica,,0.007,71.5,35.6667
Yamato 7311,Y-7311,Official,1973,Antarctica,,0.0203,71.5,35.6667
Yamato 7312,Y-7312,Official,1973,Antarctica,,0.0398,71.5,35.6667
Yamato 74001,Y-74001,Official,1974,Antarctica,,0.246,71.8333,36.2667
Yamato 74002,Y-74002,Official,1974,Antarctica,,0.0697,71.8167,36.25
Yamato 74003,Y-74003,Official,1974,Antarctica,,0.0155,71.5,35.6667
Yamato 74004,Y-74004,Official,1974,Antarctica,,0.0081,71.5,35.6667
Yamato 74005,Y-74005,Official,1974,Antarctica,,0.0037,71.5,35.6667
Yamato 74006,Y-74006,Official,1974,Antarctica,,0.0358,71.5,35.6667
Yamato 74007,Y-74007,Official,1974,Antarctica,,0.1623,71.5,35.6667
Yamato 74008,Y-74008,Official,1974,Antarctica,,0.0143,71.5,35.6667
Yamato 74009,Y-74009,Official,1974,Antarctica,,0.009,71.5,35.6667
Yamato 74010,Y-74010,Official,1974,Antarctica,,0.299,71.5,35.6667
Yamato 74011,Y-74011,Official,1974,Antarctica,,0.206,71.8167,36.2833
Yamato 74012,Y-74012,Official,1974,Antarctica,,0.0754,71.8333,36.2833
Yamato 74013,Y-74013,Official,1974,Antarctica,,2.06,71.8333,36.3
Yamato 74014,Y-74014,Official,1974,Antarctica,,2.37,71.8333,36.3
Yamato 74015,Y-74015,Official,1974,Antarctica,,0.088,71.8,36.2333
Yamato 74016,Y-74016,Official,1974,Antarctica,,0.0115,71.5,35.6667
Yamato 74017,Y-74017,Official,1974,Antarctica,,0.00323,71.5,35.6667
Yamato 74018,Y-74018,Official,1974,Antarctica,,0.0053,71.5,35.6667
Yamato 74019,Y-74019,Official,1974,Antarctica,,0.006,71.5,35.6667
Yamato 74020,Y-74020,Official,1974,Antarctica,,0.00056,71.5,35.6667
Yamato 74021,Y-74021,Official,1974,Antarctica,,0.0393,71.7833,36.1667
Yamato 74022,Y-74022,Official,1974,Antarctica,,0.0347,71.8333,36.3167
Yamato 74023,Y-74023,Official,1974,Antarctica,,0.0063,71.5,35.6667
Yamato 74024,Y-74024,Official,1974,Antarctica,,0.05,71.8167,36.25
Yamato 74025,Y-74025,Official,1974,Antarctica,,0.014,71.5,35.6667
Yamato 74026,Y-74026,Official,1974,Antarctica,,0.0052,71.5,35.6667
Yamato 74027,Y-74027,Official,1974,Antarctica,,0.0357,71.5,35.6667
Yamato 74028,Y-74028,Official,1974,Antarctica,,0.0902,71.5,35.6667
Yamato 74029,Y-74029,Official,1974,Antarctica,,0.0043,71.5,35.6667
Yamato 74030,Y-74030,Official,1974,Antarctica,,0.0078,71.5,35.6667
Yamato 74031,Y-74031,Official,1974,Antarctica,,0.0061,71.5,35.6667
Yamato 74032,Y-74032,Official,1974,Antarctica,,0.0141,71.5,35.6667
Yamato 74033,Y-74033,Official,1974,Antarctica,,0.0029,71.5,35.6667
Yamato 74034,Y-74034,Official,1974,Antarctica,,0.0276,71.5,35.6667
Yamato 74035,Y-74035,Official,1974,Antarctica,,0.1157,71.8,36.1333
Yamato 74036,Y-74036,Official,1974,Antarctica,,0.201,71.8,36.1833
Yamato 74037,Y-74037,Official,1974,Antarctica,,0.592,71.5,35.6667
Yamato 74038,Y-74038,Official,1974,Antarctica,,0.209,71.8167,36.2333
Yamato 74039,Y-74039,Official,1974,Antarctica,,0.0476,71.8167,36.2333
Yamato 74040,Y-74040,Official,1974,Antarctica,,0.0352,71.5,35.6667
Yamato 74041,Y-74041,Official,1974,Antarctica,,0.00179,71.5,35.6667
Yamato 74042,Y-74042,Official,1974,Antarctica,,0.00385,71.5,35.6667
Yamato 74043,Y-74043,Official,1974,Antarctica,,0.0052,71.5,35.6667
Yamato 74044,Y-74044,Official,1974,Antarctica,,0.0518,71.7833,36.1833
Yamato 74045,Y-74045,Official,1974,Antarctica,,0.0398,71.5,35.6667
Yamato 74046,Y-74046,Official,1974,Antarctica,,0.00222,71.5,35.6667
Yamato 74047,Y-74047,Official,1974,Antarctica,,0.0021,71.5,35.6667
Yamato 74048,Y-74048,Official,1974,Antarctica,,0.0671,71.8,36.2833
Yamato 74049,Y-74049,Official,1974,Antarctica,,0.0131,71.5,35.6667
Yamato 74050,Y-74050,Official,1974,Antarctica,,0.0189,71.5,35.6667
Yamato 74051,Y-74051,Official,1974,Antarctica,,0.0209,71.5,35.6667
Yamato 74053,Y-74053,Official,1974,Antarctica,,0.0885,71.5,35.6667
Yamato 74054,Y-74054,Official,1974,Antarctica,,0.1349,71.8,36.2833
Yamato 74055,Y-74055,Official,1974,Antarctica,,0.013,71.5,35.6667
Yamato 74056,Y-74056,Official,1974,Antarctica,,0.0191,71.5,35.6667
Yamato 74057,Y-74057,Official,1974,Antarctica,,0.0163,71.5,35.6667
Yamato 74058,Y-74058,Official,1974,Antarctica,,0.0197,71.5,35.6667
Yamato 74059,Y-74059,Official,1974,Antarctica,,0.0164,71.5,35.6667
Yamato 74061,Y-74061,Official,1974,Antarctica,,0.0093,71.5,35.6667
Yamato 74062,Y-74062,Official,1974,Antarctica,,0.0105,71.5,35.6667
Yamato 74063,Y-74063,Official,1974,Antarctica,,0.0354,71.5,35.6667
Yamato 74064,Y-74064,Official,1974,Antarctica,,0.002,71.5,35.6667
Yamato 74065,Y-74065,Official,1974,Antarctica,,0.0121,71.7833,36.2833
Yamato 74066,Y-74066,Official,1974,Antarctica,,0.0124,71.5,35.6667
Yamato 74067,Y-74067,Official,1974,Antarctica,,0.004,71.5,35.6667
Yamato 74068,Y-74068,Official,1974,Antarctica,,0.0054,71.5,35.6667
Yamato 74069,Y-74069,Official,1974,Antarctica,,0.0186,71.5,35.6667
Yamato 74070,Y-74070,Official,1974,Antarctica,,0.0587,71.8,36.4
Yamato 74071,Y-74071,Official,1974,Antarctica,,0.0176,71.5,35.6667
Yamato 74072,Y-74072,Official,1974,Antarctica,,0.029,71.5,35.6667
Yamato 74073,Y-74073,Official,1974,Antarctica,,0.0299,71.8,36.4167
Yamato 74074,Y-74074,Official,1974,Antarctica,,0.0542,71.8167,36.4167
Yamato 74075,Y-74075,Official,1974,Antarctica,,0.0051,71.5,35.6667
Yamato 74076,Y-74076,Official,1974,Antarctica,,0.0204,71.5,35.6667
Yamato 74077,Y-74077,Official,1974,Antarctica,,5.58,71.8333,36.35
Yamato 74078,Y-74078,Official,1974,Antarctica,,0.0159,71.5,35.6667
Yamato 74079,Y-74079,Official,1974,Antarctica,,0.621,71.5,35.6667
Yamato 74080,Y-74080,Official,1974,Antarctica,,0.537,71.8167,36.1833
Yamato 74081,Y-74081,Official,1974,Antarctica,,0.1025,71.8,36.1667
Yamato 74082,Y-74082,Official,1974,Antarctica,,0.1798,71.8,36.1667
Yamato 74083,Y-74083,Official,1974,Antarctica,,0.00331,71.5,35.6667
Yamato 74084,Y-74084,Official,1974,Antarctica,,0.00226,71.5,35.6667
Yamato 74085,Y-74085,Official,1974,Antarctica,,0.0305,71.5,35.6667
